,nov,sahe,otaq,kupca,qiymet,elani_yerlesdiren,baxis_sayi,Adres_1,Adres_2,Adres_3,Adres_4,Adres_5,Adres_6,Adres_7,Adres_8,Adres_9,Adres_10,min_mertebe,max_mertebe,ID
0,Yeni tikili,130,3,var,235000,mülkiyyətçi,7101,Cavanşir körpüsü,Nəsimi r.,,,,,,,,,16,19,0
1,Yeni tikili,164,3,var,237000,mülkiyyətçi,290,Şah İsmayıl Xətai m.,Xətai r.,,,,,,,,,4,21,1
2,Yeni tikili,80,2,var,55400,mülkiyyətçi,8426,Abşeron r.,,,,,,,,,,3,12,2
3,Yeni tikili,115,3,var,210000,mülkiyyətçi,9706,İnşaatçılar m.,Yasamal r.,Yasamal q.,,,,,,,,17,19,3
4,Köhnə tikili,60,2,var,82000,vasitəçi (agent),131,Sabunçu r.,Bakıxanov q.,,,,,,,,,9,9,4
5,Yeni tikili,103,2,yoxdur,107000,mülkiyyətçi,5398,Azadlıq Prospekti m.,Nəsimi r.,,,,,,,,,11,16,5
6,Yeni tikili,131,3,var,220000,vasitəçi (agent),165,Dövlət Statistika Komitəsi,Nizami m.,İncəsənət və Mədəniyyət Un.,Yasamal r.,,,,,,,3,18,6
7,Yeni tikili,51,2,yoxdur,72000,vasitəçi (agent),120,Yasamal r.,Yeni Yasamal q.,,,,,,,,,5,12,7
8,Yeni tikili,176,4,var,250000,vasitəçi (agent),154,Rəssamlıq Akademiyası,Montin bazarı,Nərimanov r.,,,,,,,,14,16,8
9,Yeni tikili,140,3,yoxdur,250000,mülkiyyətçi,675,Nərimanov r.,,,,,,,,,,6,14,9
10,Yeni tikili,140,3,var,255000,vasitəçi (agent),2808,Təhsil Nazirliyi,,,,,,,,,,5,16,10
11,Yeni tikili,140,3,var,330000,vasitəçi (agent),1544,Nəsimi bazarı,TQDK,Nəsimi r.,,,,,,,,15,17,11
12,Köhnə tikili,45,2,var,38000,vasitəçi (agent),617,Binəqədi r.,9-cu mikrorayon q.,,,,,,,,,8,9,12
13,Yeni tikili,100,3,var,205000,vasitəçi (agent),281,Rəssamlıq Akademiyası,Nəriman Nərimanov parkı,Nəriman Nərimanov m.,Nərimanov r.,,,,,,,8,9,13
14,Köhnə tikili,100,5,var,173000,vasitəçi (agent),304,Nəriman Nərimanov m.,Nərimanov r.,,,,,,,,,6,9,14
15,Yeni tikili,169,4,var,450000,vasitəçi (agent),370,Neft Akademiyası,28 May m.,Səməd Vurğun parkı,Pedaqoji Universiteti,Bakı Musiqi Akademiyası,Milli Konservatoriya,Nəsimi r.,,,,6,23,15
16,Yeni tikili,120,3,var,360000,vasitəçi (agent),83,Tibb Universiteti,Park Zorge,Nəsimi r.,,,,,,,,9,14,16
17,Yeni tikili,153,3,yoxdur,125000,mülkiyyətçi,6281,Tibb Universiteti,Nərimanov r.,,,,,,,,,16,20,17
18,Köhnə tikili,110,4,var,125000,mülkiyyətçi,5293,Yasamal r.,Yeni Yasamal q.,,,,,,,,,2,9,18
19,Köhnə tikili,33,1,var,48000,vasitəçi (agent),539,Memar Əcəmi m.,Nəsimi r.,,,,,,,,,5,5,19
20,Yeni tikili,70,2,var,95000,vasitəçi (agent),193,Həzi Aslanov m.,Xətai r.,Əhmədli q.,,,,,,,,12,17,20
21,Yeni tikili,140,3,var,118500,vasitəçi (agent),540,Ayna Sultanova heykəli,Nərimanov r.,,,,,,,,,15,19,21
22,Yeni tikili,111,3,yoxdur,111000,vasitəçi (agent),1030,Nizami r.,,,,,,,,,,11,16,22
23,Köhnə tikili,55,2,var,71000,vasitəçi (agent),403,Suraxanı r.,Yeni Günəşli q.,,,,,,,,,3,9,23
24,Yeni tikili,210,4,var,365000,vasitəçi (agent),502,Bakı Slavyan Universiteti,Azərbaycan Dillər Universiteti,Sirk,28 May m.,Nəsimi r.,,,,,,4,18,24
25,Yeni tikili,87,2,var,130000,vasitəçi (agent),111,İnşaatçılar m.,Yasamal r.,,,,,,,,,15,19,25
26,Yeni tikili,100,3,var,100000,vasitəçi (agent),197,Həzi Aslanov m.,Xətai r.,,,,,,,,,17,17,26
27,Yeni tikili,190,3,var,840000,vasitəçi (agent),476,Şah İsmayıl Xətai m.,Xətai r.,,,,,,,,,17,23,27
28,Yeni tikili,240,3,var,350000,vasitəçi (agent),1933,Qış parkı,Beşmərtəbə,Nizami m.,Nəsimi r.,,,,,,,17,17,28
29,Yeni tikili,110,3,var,160000,vasitəçi (agent),173,Nizami r.,8-ci kilometr q.,,,,,,,,,14,17,29
30,Yeni tikili,137,3,yoxdur,165000,vasitəçi (agent),304,Nəriman Nərimanov m.,Nərimanov r.,,,,,,,,,6,16,30
31,Köhnə tikili,70,3,var,105000,vasitəçi (agent),549,Nəriman Nərimanov parkı,Nəriman Nərimanov m.,Rəssamlıq Akademiyası,Nərimanov r.,,,,,,,3,4,31
32,Yeni tikili,135,3,yoxdur,137000,vasitəçi (agent),283,Zərifə Əliyeva adına park,Nəsimi r.,4-cü mikrorayon q.,,,,,,,,11,18,32
33,Yeni tikili,63,2,yoxdur,88000,vasitəçi (agent),145,Əhmədli m.,Xətai r.,,,,,,,,,16,17,33
34,Köhnə tikili,54,2,var,137000,vasitəçi (agent),139,Gənclik m.,Nərimanov r.,,,,,,,,,6,9,34
35,Yeni tikili,125,3,var,175000,mülkiyyətçi,125,Nəsimi r.,4-cü mikrorayon q.,,,,,,,,,8,16,35
36,Yeni tikili,161,4,var,450000,vasitəçi (agent),420,Neft Akademiyası,28 May m.,Səməd Vurğun parkı,Bakı Musiqi Akademiyası,Nəsimi r.,,,,,,5,20,36
37,Yeni tikili,209,4,var,324000,vasitəçi (agent),1890,Nərimanov r.,,,,,,,,,,8,16,37
38,Yeni tikili,135,3,yoxdur,130000,vasitəçi (agent),353,Zərifə Əliyeva adına park,Nəsimi m.,Nəsimi r.,4-cü mikrorayon q.,,,,,,,12,18,38
39,Yeni tikili,122.1,3,var,244000,vasitəçi (agent),154,Neft Akademiyası,28 May m.,Bakı Musiqi Akademiyası,Səməd Vurğun parkı,Milli Konservatoriya,Nəsimi r.,,,,,11,24,39
40,Köhnə tikili,62,3,var,82000,vasitəçi (agent),240,Binəqədi r.,7-ci mikrorayon q.,,,,,,,,,4,5,40
41,Köhnə tikili,50,2,var,86000,mülkiyyətçi,233,TQDK,Nərimanov r.,,,,,,,,,4,5,41
42,Yeni tikili,106,3,yoxdur,50000,vasitəçi (agent),253,Abşeron r.,Masazır q.,,,,,,,,,13,13,42
43,Köhnə tikili,70,2,var,175000,vasitəçi (agent),146,İqsadiyyat Universiteti,Axundov bağı,Mərkəzi Univermaq,M.Ə.Sabir parkı,Dövlət İdarəçilik Akademiyası,İçəri Şəhər m.,Səbail r.,,,,2,6,43
44,Yeni tikili,85,2,var,125000,vasitəçi (agent),143,Ayna Sultanova heykəli,Nərimanov r.,,,,,,,,,5,18,44
45,Yeni tikili,140,3,var,330000,vasitəçi (agent),1588,Zoopark,Koala parkı,Nəsimi bazarı,Dostluq kinoteatrı,Nəsimi r.,,,,,,15,18,45
46,Yeni tikili,38,2,var,46500,mülkiyyətçi,136,Abşeron r.,Masazır q.,,,,,,,,,8,9,46
47,Köhnə tikili,100,4,var,175000,mülkiyyətçi,441,Zərifə Əliyeva adına park,Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.,,,,,,,2,9,47
48,Yeni tikili,70,2,yoxdur,102000,mülkiyyətçi,150,Bakı Asiya Universiteti,Nəsimi r.,,,,,,,,,11,17,48
49,Yeni tikili,71,2,yoxdur,92000,vasitəçi (agent),1584,Qara Qarayev m.,Nizami r.,,,,,,,,,9,18,49
50,Köhnə tikili,101,4,var,120000,mülkiyyətçi,156,Koroğlu m.,Nizami r.,8-ci kilometr q.,,,,,,,,9,9,50
51,Yeni tikili,210,4,var,389000,vasitəçi (agent),151,Bakı Musiqi Akademiyası,Milli Konservatoriya,Nizami kinoteatrı,Qış parkı,Neft Akademiyası,Malokan bağı,28 May m.,Sahil m.,Nəsimi r.,,3,22,51
52,Yeni tikili,120,3,var,150000,vasitəçi (agent),116,Ayna Sultanova heykəli,Binəqədi r.,,,,,,,,,16,20,52
53,Yeni tikili,80,2,var,155000,vasitəçi (agent),172,Dövlət Statistika Komitəsi,Nizami m.,M.Hüseynzadə parkı,Yasamal r.,,,,,,,11,17,53
54,Yeni tikili,140,3,yoxdur,275000,mülkiyyətçi,422,Şah İsmayıl Xətai m.,Xətai r.,,,,,,,,,8,15,54
55,Yeni tikili,177.5,3,yoxdur,285000,vasitəçi (agent),157,Elmlər Akademiyası m.,Hüseyn Cavid parkı,Yasamal r.,,,,,,,,10,17,55
56,Yeni tikili,159,3,yoxdur,360000,vasitəçi (agent),160,Rəssamlıq Akademiyası,Nərimanov r.,,,,,,,,,15,22,56
57,Köhnə tikili,60,2,var,63000,vasitəçi (agent),263,Həzi Aslanov m.,Xətai r.,Əhmədli q.,,,,,,,,1,5,57
58,Köhnə tikili,110,5,yoxdur,260000,vasitəçi (agent),115,İzmir parkı,M.Hüseynzadə parkı,Dövlət Statistika Komitəsi,Yasamal r.,,,,,,,2,5,58
59,Köhnə tikili,34,1,var,54000,mülkiyyətçi,277,Yasamal r.,Yeni Yasamal q.,,,,,,,,,2,9,59
60,Yeni tikili,87,2,var,127000,vasitəçi (agent),126,20 Yanvar m.,Nəsimi r.,1-ci mikrorayon q.,,,,,,,,8,18,60
61,Yeni tikili,135,3,var,210000,vasitəçi (agent),321,Yasamal r.,,,,,,,,,,19,21,61
62,Yeni tikili,214,4,var,673000,vasitəçi (agent),1204,Elmlər Akademiyası m.,Hüseyn Cavid parkı,Yasamal r.,,,,,,,,15,20,62
63,Yeni tikili,60,2,var,110000,vasitəçi (agent),124,20 Yanvar m.,Yasamal r.,,,,,,,,,17,19,63
64,Yeni tikili,157,3,var,159500,mülkiyyətçi,3219,Təhsil Nazirliyi,Nərimanov r.,,,,,,,,,11,16,64
65,Köhnə tikili,62,2,var,72000,mülkiyyətçi,167,Avtovağzal m.,Binəqədi r.,Biləcəri q.,,,,,,,,2,5,65
66,Yeni tikili,155,4,yoxdur,262000,vasitəçi (agent),761,Yasamal r.,,,,,,,,,,11,14,66
67,Yeni tikili,156,4,var,285000,vasitəçi (agent),315,Azərbaycan turizm institutu,Respublika stadionu,Gənclik m.,Nərimanov r.,,,,,,,15,18,67
68,Yeni tikili,84,2,yoxdur,86000,mülkiyyətçi,236,Xətai r.,Əhmədli q.,,,,,,,,,7,12,68
69,Yeni tikili,174,4,yoxdur,320000,vasitəçi (agent),1123,Nəsimi r.,,,,,,,,,,11,14,69
70,Köhnə tikili,50,2,var,61500,vasitəçi (agent),224,Memar Əcəmi m.,Nəsimi r.,,,,,,,,,5,5,70
71,Yeni tikili,155,3,yoxdur,262000,vasitəçi (agent),1114,Memarlıq və İnşaat Universiteti,Bakı Dövlət Universiteti,Texniki Universiteti,Elmlər Akademiyası m.,Yasamal r.,,,,,,14,17,71
72,Köhnə tikili,47,2,var,95000,vasitəçi (agent),221,Nəriman Nərimanov parkı,Nəriman Nərimanov m.,Nərimanov r.,,,,,,,,3,4,72
73,Yeni tikili,115,3,yoxdur,145000,mülkiyyətçi,452,Ukrayna dairəsi,Əhmədli m.,Xətai r.,Əhmədli q.,,,,,,,5,16,73
74,Köhnə tikili,70,2,var,33000,mülkiyyətçi,163,Şirvan,,,,,,,,,,3,5,74
75,Yeni tikili,132,3,var,166000,vasitəçi (agent),488,Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.,,,,,,,,9,16,75
76,Yeni tikili,236,4,yoxdur,224200,vasitəçi (agent),1375,İnşaatçılar m.,Yasamal r.,,,,,,,,,12,14,76
77,Köhnə tikili,60,2,var,69000,vasitəçi (agent),442,Neftçilər m.,Nizami r.,8-ci kilometr q.,,,,,,,,5,5,77
78,Yeni tikili,95,2,yoxdur,110000,vasitəçi (agent),785,Yasamal bazarı,Yasamal r.,,,,,,,,,5,17,78
79,Yeni tikili,96,2,yoxdur,120000,vasitəçi (agent),129,Neftçi bazası,Tibb Universiteti,Nərimanov r.,,,,,,,,14,20,79
80,Yeni tikili,93,2,var,174000,vasitəçi (agent),573,Yasamal r.,,,,,,,,,,3,16,80
81,Yeni tikili,110,3,var,187000,vasitəçi (agent),145,Dostluq kinoteatrı,Koala parkı,Bakı Slavyan Universiteti,Zoopark,Azərbaycan Dillər Universiteti,Nəsimi r.,,,,,5,17,81
82,Yeni tikili,160,3,var,280000,mülkiyyətçi,600,Bakı Dövlət Universiteti,Elmlər Akademiyası m.,Yasamal r.,Yasamal q.,,,,,,,12,15,82
83,Yeni tikili,77,2,yoxdur,62000,mülkiyyətçi,317,20 Yanvar m.,Yasamal r.,,,,,,,,,12,22,83
84,Yeni tikili,140,3,var,150000,mülkiyyətçi,207,Həzi Aslanov m.,Xətai r.,Əhmədli q.,,,,,,,,15,15,84
85,Köhnə tikili,60,2,var,110000,vasitəçi (agent),186,Şah İsmayıl Xətai m.,Xətai r.,,,,,,,,,8,9,85
86,Köhnə tikili,80,3,var,105000,vasitəçi (agent),259,Xətai r.,Əhmədli q.,,,,,,,,,7,9,86
87,Köhnə tikili,50,3,var,75000,vasitəçi (agent),386,Axundov bağı,Nərimanov heykəli,Sovetski,Dövlət İdarəçilik Akademiyası,İqsadiyyat Universiteti,Prezident parkı,İçəri Şəhər m.,Qubernator parkı,Səbail r.,,1,3,87
88,Yeni tikili,70,2,var,255000,vasitəçi (agent),109,Şah İsmayıl Xətai m.,Səbail r.,,,,,,,,,7,18,88
89,Yeni tikili,93,2,var,264000,vasitəçi (agent),928,Yasamal bazarı,İnşaatçılar m.,Yasamal r.,,,,,,,,18,20,89
90,Yeni tikili,174,4,var,330000,vasitəçi (agent),155,28 May m.,Neft Akademiyası,Səməd Vurğun parkı,Nəsimi r.,,,,,,,9,19,90
91,Yeni tikili,129,3,var,235000,vasitəçi (agent),277,Elmlər Akademiyası m.,İncəsənət və Mədəniyyət Un.,Yasamal r.,,,,,,,,5,18,91
92,Yeni tikili,68.7,2,yoxdur,45000,mülkiyyətçi,240,Xırdalan,,,,,,,,,,8,11,92
93,Yeni tikili,85,2,var,166000,vasitəçi (agent),173,Binəqədi r.,8-ci mikrorayon q.,,,,,,,,,6,14,93
94,Yeni tikili,228,4,yoxdur,330000,vasitəçi (agent),539,Neftçi bazası,TQDK,Nəsimi r.,,,,,,,,12,18,94
95,Yeni tikili,49,1,yoxdur,45000,mülkiyyətçi,491,Ukrayna dairəsi,Əhmədli m.,Xətai r.,Əhmədli q.,,,,,,,3,11,95
96,Yeni tikili,220,4,yoxdur,420000,vasitəçi (agent),134,Elmlər Akademiyası m.,İncəsənət və Mədəniyyət Un.,Yasamal r.,,,,,,,,10,18,96
97,Yeni tikili,56.7,2,var,37000,vasitəçi (agent),186,Abşeron r.,Masazır q.,,,,,,,,,2,6,97
98,Yeni tikili,121,3,var,65000,vasitəçi (agent),162,Xırdalan,,,,,,,,,,8,10,98
99,Köhnə tikili,60,2,var,125000,vasitəçi (agent),290,Səməd Vurğun parkı,28 May m.,Nəsimi r.,,,,,,,,5,5,99
100,Yeni tikili,230,4,var,450000,mülkiyyətçi,141,Azərbaycan turizm institutu,Təhsil Nazirliyi,Gənclik m.,Nərimanov r.,,,,,,,16,17,100
101,Yeni tikili,129,3,yoxdur,140000,mülkiyyətçi,188,Ukrayna dairəsi,Həzi Aslanov m.,Xətai r.,Əhmədli q.,,,,,,,3,18,101
102,Köhnə tikili,130,5,var,177000,vasitəçi (agent),137,Ayna Sultanova heykəli,Binəqədi r.,,,,,,,,,3,5,102
103,Köhnə tikili,76,4,var,75000,vasitəçi (agent),130,Sumqayıt,,,,,,,,,,3,5,103
104,Yeni tikili,62,2,var,90000,mülkiyyətçi,1330,Qara Qarayev m.,Nizami r.,8-ci kilometr q.,,,,,,,,6,16,104
105,Köhnə tikili,85,3,var,125000,vasitəçi (agent),193,Nəriman Nərimanov m.,Nərimanov r.,,,,,,,,,8,9,105
106,Yeni tikili,45,2,yoxdur,95000,vasitəçi (agent),214,Elmlər Akademiyası m.,Yasamal r.,,,,,,,,,6,16,106
107,Yeni tikili,155,4,var,540000,vasitəçi (agent),800,Yasamal r.,,,,,,,,,,12,20,107
108,Yeni tikili,75,2,yoxdur,108750,vasitəçi (agent),205,Neft Akademiyası,28 May m.,Bakı Musiqi Akademiyası,Milli Konservatoriya,Nəsimi r.,,,,,,7,14,108
109,Köhnə tikili,50,2,var,65000,vasitəçi (agent),189,Memar Əcəmi m.,Nəsimi r.,,,,,,,,,1,5,109
110,Köhnə tikili,55,2,var,53000,mülkiyyətçi,1536,Xətai r.,Əhmədli q.,,,,,,,,,4,9,110
111,Yeni tikili,65,2,var,135000,vasitəçi (agent),178,Şah İsmayıl Xətai m.,Xətai r.,,,,,,,,,6,20,111
112,Yeni tikili,72,2,yoxdur,86000,vasitəçi (agent),216,Yasamal r.,Yeni Yasamal q.,,,,,,,,,2,12,112
113,Köhnə tikili,65,3,var,115000,vasitəçi (agent),2194,Nizami m.,M.Hüseynzadə parkı,Nəsimi r.,,,,,,,,4,5,113
114,Köhnə tikili,75,3,var,96000,vasitəçi (agent),157,Əhmədli m.,Ukrayna dairəsi,Xətai r.,,,,,,,,7,9,114
115,Yeni tikili,190,4,var,238000,vasitəçi (agent),165,Şah İsmayıl Xətai m.,Xətai r.,,,,,,,,,6,22,115
116,Yeni tikili,185,4,var,649000,vasitəçi (agent),812,Yasamal r.,,,,,,,,,,12,20,116
117,Köhnə tikili,45,2,var,88000,vasitəçi (agent),376,Nəriman Nərimanov m.,Nərimanov r.,,,,,,,,,2,5,117
118,Yeni tikili,145,3,var,255000,mülkiyyətçi,1874,20 Yanvar m.,Yasamal r.,,,,,,,,,16,19,118
119,Köhnə tikili,40,2,var,154000,vasitəçi (agent),194,Fontanlar bağı,Azərbaycan kinoteatrı,Xalça Muzeyi,Mərkəzi Univermaq,Sahil m.,Səbail r.,,,,,1,3,119
120,Köhnə tikili,40,1,var,41500,vasitəçi (agent),404,Binəqədi r.,7-ci mikrorayon q.,,,,,,,,,6,7,120
121,Yeni tikili,215,4,var,475000,vasitəçi (agent),348,İzmir parkı,İdman kompleksi,M.Hüseynzadə parkı,Nəsimi r.,,,,,,,9,18,121
122,Köhnə tikili,33,1,var,38000,mülkiyyətçi,224,Mingəçevir,,,,,,,,,,5,5,122
123,Yeni tikili,213,4,yoxdur,380000,vasitəçi (agent),140,M.Hüseynzadə parkı,Dövlət Statistika Komitəsi,Nizami m.,Yasamal r.,,,,,,,5,17,123
124,Köhnə tikili,30,2,var,63000,vasitəçi (agent),177,Memar Əcəmi m.,Nəsimi r.,,,,,,,,,4,5,124
125,Yeni tikili,60,2,yoxdur,70000,vasitəçi (agent),238,Yasamal r.,Yeni Yasamal q.,,,,,,,,,6,11,125
126,Yeni tikili,81,2,var,155000,vasitəçi (agent),158,Nəriman Nərimanov m.,Nərimanov r.,,,,,,,,,2,16,126
127,Yeni tikili,28,1,var,59500,mülkiyyətçi,841,20 Yanvar m.,Yasamal r.,,,,,,,,,4,16,127
128,Yeni tikili,110,3,yoxdur,82500,mülkiyyətçi,302,20 Yanvar m.,Yasamal r.,,,,,,,,,15,22,128
129,Yeni tikili,104,3,var,130000,vasitəçi (agent),261,Memar Əcəmi m.,Binəqədi r.,9-cu mikrorayon q.,,,,,,,,14,17,129
130,Yeni tikili,196,5,var,500000,vasitəçi (agent),106,Şah İsmayıl Xətai m.,Xətai r.,,,,,,,,,12,18,130
131,Köhnə tikili,73,4,var,110000,mülkiyyətçi,177,Nizami r.,8-ci kilometr q.,,,,,,,,,2,5,131
132,Yeni tikili,26,1,var,26000,vasitəçi (agent),3139,20 Yanvar m.,Yasamal r.,,,,,,,,,16,18,132
133,Yeni tikili,134.4,3,yoxdur,134400,vasitəçi (agent),139,Səbail r.,,,,,,,,,,18,18,133
134,Yeni tikili,215,4,var,765000,vasitəçi (agent),1385,Yasamal r.,,,,,,,,,,14,20,134
135,Yeni tikili,145,3,var,350000,vasitəçi (agent),128,Şah İsmayıl Xətai m.,Xətai r.,,,,,,,,,16,18,135
136,Yeni tikili,75,2,var,157000,mülkiyyətçi,2785,İnşaatçılar m.,Yasamal r.,Yasamal q.,,,,,,,,16,19,136
137,Yeni tikili,68,2,yoxdur,97000,mülkiyyətçi,12575,Səbail r.,,,,,,,,,,11,15,137
138,Yeni tikili,249,5,var,700000,vasitəçi (agent),177,Qış parkı,Beşmərtəbə,Nizami m.,Nəsimi r.,,,,,,,8,14,138
139,Yeni tikili,152,3,var,288000,vasitəçi (agent),562,Nəsimi bazarı,Koala parkı,Nəsimi r.,,,,,,,,10,18,139
140,Yeni tikili,120,3,yoxdur,110000,mülkiyyətçi,303,İnşaatçılar m.,Yasamal r.,,,,,,,,,5,19,140
141,Yeni tikili,39,2,var,43500,vasitəçi (agent),128,Abşeron r.,Masazır q.,,,,,,,,,2,9,141
142,Köhnə tikili,139.6,3,yoxdur,139600,vasitəçi (agent),152,Səbail r.,,,,,,,,,,4,16,142
143,Köhnə tikili,45,2,var,65000,vasitəçi (agent),252,Zərifə Əliyeva adına park,Binəqədi r.,9-cu mikrorayon q.,,,,,,,,7,9,143
144,Köhnə tikili,34,1,var,66000,vasitəçi (agent),185,Nəriman Nərimanov m.,Nərimanov r.,,,,,,,,,4,5,144
145,Yeni tikili,86,2,yoxdur,45000,mülkiyyətçi,2256,Xırdalan,,,,,,,,,,13,13,145
146,Yeni tikili,100,2,yoxdur,75000,vasitəçi (agent),807,20 Yanvar m.,Yasamal r.,,,,,,,,,18,22,146
147,Yeni tikili,65,2,var,140000,vasitəçi (agent),161,Şah İsmayıl Xətai m.,Xətai r.,,,,,,,,,15,20,147
148,Yeni tikili,95,2,yoxdur,110000,vasitəçi (agent),98,Xətai r.,Əhmədli q.,,,,,,,,,4,16,148
149,Yeni tikili,104,3,yoxdur,119000,mülkiyyətçi,183,Binəqədi r.,,,,,,,,,,16,17,149
150,Yeni tikili,155,3,var,400000,vasitəçi (agent),148,Yasamal bazarı,Yasamal r.,,,,,,,,,10,18,150
151,Köhnə tikili,85,4,var,100000,vasitəçi (agent),168,Sabunçu r.,Bakıxanov q.,,,,,,,,,1,5,151
152,Yeni tikili,123,2,var,240000,vasitəçi (agent),114,Neftçi bazası,TQDK,Nəsimi r.,,,,,,,,9,19,152
153,Yeni tikili,125,3,var,185000,vasitəçi (agent),133,Memar Əcəmi m.,Nəsimi r.,,,,,,,,,8,16,153
154,Yeni tikili,205,4,var,355000,mülkiyyətçi,5832,Zabitlər parkı,Sirk,Rusiya səfirliyi,Sevil Qazıyeva parkı,Nizami m.,Nəsimi r.,Kubinka q.,,,,14,18,154
155,Köhnə tikili,70,3,var,95000,vasitəçi (agent),153,Memar Əcəmi m.,,,,,,,,,,1,5,155
156,Yeni tikili,96,3,yoxdur,174000,mülkiyyətçi,146,Sevil Qazıyeva parkı,Rusiya səfirliyi,Park Zorge,Nəsimi r.,,,,,,,15,20,156
157,Yeni tikili,136,3,var,250000,vasitəçi (agent),109,Zabitlər parkı,Sirk,Rusiya səfirliyi,Azərbaycan Dillər Universiteti,Nəsimi r.,,,,,,17,18,157
158,Yeni tikili,90,3,yoxdur,150000,mülkiyyətçi,202,Zərifə Əliyeva adına park,Nəsimi m.,Binəqədi r.,6-cı mikrorayon q.,,,,,,,7,14,158
159,Köhnə tikili,90,3,var,108000,mülkiyyətçi,159,Binəqədi r.,9-cu mikrorayon q.,,,,,,,,,9,9,159
160,Yeni tikili,170,4,var,135000,mülkiyyətçi,127,Yasamal r.,Yeni Yasamal q.,,,,,,,,,17,17,160
161,Yeni tikili,156,3,yoxdur,265000,vasitəçi (agent),125,Elmlər Akademiyası m.,Hüseyn Cavid parkı,Yasamal r.,,,,,,,,7,16,161
162,Yeni tikili,94,2,var,188000,vasitəçi (agent),131,Şah İsmayıl Xətai m.,Xətai r.,,,,,,,,,16,18,162
163,Köhnə tikili,100,4,var,112000,mülkiyyətçi,184,Neftçilər m.,Nizami r.,8-ci kilometr q.,,,,,,,,1,5,163
164,Yeni tikili,133,3,yoxdur,200000,mülkiyyətçi,570,Qış parkı,Sirk,Nizami m.,Nəsimi r.,,,,,,,7,16,164
165,Yeni tikili,55,1,var,71000,mülkiyyətçi,157,Suraxanı r.,Qaraçuxur q.,,,,,,,,,9,14,165
166,Köhnə tikili,75,3,var,80000,vasitəçi (agent),678,Neftçilər m.,Nizami r.,,,,,,,,,1,5,166
167,Yeni tikili,85,2,yoxdur,68000,vasitəçi (agent),302,Binəqədi r.,,,,,,,,,,11,16,167
168,Köhnə tikili,95,3,yoxdur,105000,vasitəçi (agent),1667,İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.,,,,,,,,4,5,168
169,Köhnə tikili,88,3,var,108000,vasitəçi (agent),182,Yasamal bazarı,Yasamal r.,Yasamal q.,,,,,,,,5,5,169
170,Köhnə tikili,50,2,var,81000,vasitəçi (agent),172,Yasamal bazarı,Yasamal r.,,,,,,,,,4,9,170
171,Köhnə tikili,70,2,var,80000,vasitəçi (agent),180,Əhmədli m.,Xətai r.,Əhmədli q.,,,,,,,,7,9,171
172,Yeni tikili,64,2,yoxdur,140000,mülkiyyətçi,923,Şah İsmayıl Xətai m.,Xətai r.,,,,,,,,,15,20,172
173,Köhnə tikili,100,4,var,190000,mülkiyyətçi,110,Nərimanov r.,,,,,,,,,,1,9,173
174,Yeni tikili,145,4,var,190000,mülkiyyətçi,428,Yasamal r.,Yeni Yasamal q.,,,,,,,,,14,17,174
175,Yeni tikili,125,3,yoxdur,295000,vasitəçi (agent),99,Ağ şəhər,Xətai r.,,,,,,,,,3,7,175
176,Yeni tikili,56,2,yoxdur,85000,vasitəçi (agent),267,Binəqədi r.,9-cu mikrorayon q.,,,,,,,,,10,14,176
177,Köhnə tikili,100,3,var,100000,vasitəçi (agent),372,Xalqlar Dostluğu m.,Xətai r.,,,,,,,,,5,9,177
178,Yeni tikili,134.4,3,yoxdur,134400,vasitəçi (agent),142,Səbail r.,,,,,,,,,,4,16,178
179,Köhnə tikili,65,2,var,80000,vasitəçi (agent),155,Əhmədli m.,Xətai r.,,,,,,,,,2,9,179
180,Köhnə tikili,80,3,var,130000,mülkiyyətçi,798,Səbail r.,Badamdar q.,,,,,,,,,4,5,180
181,Köhnə tikili,90,4,var,115000,vasitəçi (agent),170,Xətai r.,Əhmədli q.,,,,,,,,,4,9,181
182,Yeni tikili,39.8,1,var,42500,mülkiyyətçi,200,Abşeron r.,Masazır q.,,,,,,,,,5,7,182
183,Yeni tikili,90,2,var,136500,vasitəçi (agent),1323,İnşaatçılar m.,Yasamal r.,,,,,,,,,6,17,183
184,Yeni tikili,167,3,var,369000,vasitəçi (agent),975,Zoopark,Nəsimi r.,,,,,,,,,15,19,184
185,Yeni tikili,171,3,var,295000,mülkiyyətçi,10146,Nəsimi r.,,,,,,,,,,8,17,185
186,Yeni tikili,120,3,yoxdur,174000,vasitəçi (agent),190,Ayna Sultanova heykəli,Nərimanov r.,,,,,,,,,5,15,186
187,Yeni tikili,52,2,var,143000,mülkiyyətçi,4018,Şah İsmayıl Xətai m.,Xətai r.,,,,,,,,,14,15,187
188,Köhnə tikili,130,4,var,135000,vasitəçi (agent),153,Ukrayna dairəsi,Əhmədli m.,Xətai r.,,,,,,,,8,9,188
189,Yeni tikili,185,4,yoxdur,1000000,vasitəçi (agent),181,Dövlət İdarəçilik Akademiyası,İçəri Şəhər m.,Qubernator parkı,İqsadiyyat Universiteti,Axundov bağı,Prezident parkı,M.Ə.Sabir parkı,İçəri Şəhər,Şəlalə parkı,Səbail r.,11,16,189
190,Yeni tikili,145,3,yoxdur,240000,vasitəçi (agent),280,Yasamal r.,,,,,,,,,,5,17,190
