Qiymet,sign,Sheher,Marka,Model,Buraxilish_ili,Ban_novu,Reng,Muherrik_hecm,Muherrik_guc,Yanacaq_novu,Yurush,Suret_qutusu,Oturucu,Yeni,barter_mumkundurmu
16200,AZN,Bakı,Haval,H6,2012,Offroader / SUV,Göy,2.4,170,Benzin,96473,Mexaniki,Tam,Xeyr,Xeyr
9500,AZN,Naxçıvan,Iran Khodro,Soren,2014,Sedan,Ağ,1.6,135,Benzin,132000,Mexaniki,Ön,Xeyr,Bəli
6000,AZN,Bakı,Changan,Alsvin V7,2017,Sedan,Qırmızı,1.8,124,Benzin,62000,Avtomat,Ön,Xeyr,Xeyr
22900,AZN,Bakı,Hyundai,Elantra,2014,Sedan,Ağ,2,163,Benzin,53000,Avtomat,Ön,Xeyr,Xeyr
27000,$,Bakı,Land Rover,Range Rover,2008,Offroader / SUV,Ağ,4.2,400,Benzin,150000,Avtomat,Tam,Xeyr,Bəli
32000,AZN,Bakı,Land Rover,Discovery,2005,Offroader / SUV,Qara,2.7,190,Dizel,231000,Avtomat,Tam,Xeyr,Bəli
24500,AZN,Bakı,BMW,X5,2005,Offroader / SUV,Qara,4.8,360,Benzin,284513,Avtomat,Tam,Xeyr,Xeyr
28500,$,Bakı,Land Rover,Range Rover,2007,Offroader / SUV,Qara,3.6,272,Dizel,201369,Avtomat,Tam,Xeyr,Xeyr
21800,AZN,Bakı,Mercedes,E 280,2007,Sedan,Gümüşü,2.8,231,Benzin,178000,Avtomat,Arxa,Xeyr,Bəli
36800,$,Bakı,Mercedes,ML 350,2013,Offroader / SUV,Yaş Asfalt,3.5,285,Benzin,115000,Avtomat,Tam,Xeyr,Bəli
5500,AZN,Bakı,Mercedes,190,1990,Sedan,Qəhvəyi,2,122,Benzin,450636,Avtomat,Arxa,Xeyr,Xeyr
22500,AZN,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Qara,3,190,Benzin,228000,Avtomat,Tam,Xeyr,Bəli
31000,AZN,Bakı,Land Rover,Discovery,2005,Offroader / SUV,Gümüşü,2.7,190,Dizel,238000,Avtomat,Tam,Xeyr,Bəli
21500,$,Bakı,Land Rover,RR Sport,2007,Offroader / SUV,Qara,2.7,190,Dizel,134000,Avtomat,Tam,Xeyr,Bəli
3900,AZN,Gəncə,GAZ,24-10,1989,Sedan,Ağ,2.4,131,Benzin,120000,Mexaniki,Arxa,Xeyr,Xeyr
4000,$,Bakı,Mitsubishi,Pajero,1997,Offroader / SUV,Göy,2.5,99,Dizel,662682,Mexaniki,Tam,Xeyr,Xeyr
28000,$,Bakı,Mercedes,E 220,2014,Sedan,Qara,2.2,170,Dizel,124500,Avtomat,Arxa,Xeyr,Xeyr
28500,AZN,Bakı,Nissan,Navara,2010,Pikap,Ağ,2.5,171,Dizel,238000,Avtomat,Tam,Xeyr,Bəli
25500,$,Bakı,Toyota,Prado,2012,Offroader / SUV,Ağ,2.7,167,Benzin,140500,Avtomat,Tam,Xeyr,Xeyr
14900,AZN,Bakı,LADA (VAZ),Niva,2015,Offroader / SUV,Qara,1.7,80,Benzin,39653,Mexaniki,Tam,Xeyr,Xeyr
21000,$,Bakı,Jeep,Grand Cherokee,2012,Offroader / SUV,Qara,3.6,287,Benzin,138000,Avtomat,Tam,Xeyr,Xeyr
33800,$,Bakı,Land Rover,Discovery Sport,2015,Offroader / SUV,Qara,2,170,Benzin,36000,Avtomat,Tam,Xeyr,Xeyr
107700,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Qara,4.5,288,Dizel,0,Avtomat,Tam,Bəli,Bəli
79300,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Ağ,4,282,Benzin,0,Avtomat,Tam,Bəli,Xeyr
38500,$,Bakı,Audi,A6,2015,Sedan,Qara,2,252,Benzin,36929,Avtomat,Tam,Xeyr,Xeyr
187000,$,Bakı,Porsche,Panamera Turbo,2018,Sedan,Qara,4,550,Benzin,0,Avtomat,Tam,Bəli,Xeyr
6200,AZN,Bakı,Mercedes,190,1990,Sedan,Göy,2,122,Benzin,282000,Avtomat,Arxa,Xeyr,Xeyr
66000,$,Bakı,BMW,M6,2013,Kabrio,Göy,4.4,560,Benzin,6800,Avtomat,Arxa,Xeyr,Xeyr
64000,$,Bakı,Maserati,Quattroporte,2013,Sedan,Ağ,3.8,530,Benzin,42000,Avtomat,Arxa,Xeyr,Bəli
19800,AZN,Bakı,Hyundai,Elantra,2014,Sedan,Göy,1.8,150,Benzin,72841,Avtomat,Ön,Xeyr,Xeyr
58500,$,Bakı,BMW,X5,2014,Offroader / SUV,Boz,3,306,Benzin,68800,Avtomat,Tam,Xeyr,Xeyr
28500,$,Bakı,BMW,750,2011,Sedan,Qara,4.4,407,Benzin,139000,Avtomat,Arxa,Xeyr,Xeyr
4600,AZN,Bakı,Iran Khodro,Azsamand,2007,Sedan,Qara,1.8,100,Benzin,234000,Mexaniki,Ön,Xeyr,Xeyr
28800,$,Bakı,Mercedes,E 220,2014,Sedan,Qara,2.2,194,Dizel,154000,Avtomat,Arxa,Xeyr,Bəli
15700,AZN,Masallı,Mercedes,E 220,2001,Sedan,Qızılı,2.2,143,Dizel,320000,Avtomat,Arxa,Xeyr,Xeyr
18800,$,Bakı,Mercedes,ML 350,2008,Offroader / SUV,Yaş Asfalt,3.5,272,Dizel,228000,Avtomat,Tam,Xeyr,Bəli
42300,$,Bakı,Toyota,Prado,2013,Offroader / SUV,Ağ,3,190,Dizel,82000,Avtomat,Tam,Xeyr,Xeyr
52900,$,Bakı,Lexus,GX 460,2014,Offroader / SUV,Qara,4.6,296,Benzin,103528,Avtomat,Tam,Xeyr,Bəli
23000,AZN,Bakı,Kia,Optima,2012,Sedan,Gümüşü,2,274,Benzin,86000,Avtomat,Ön,Xeyr,Xeyr
12400,AZN,Bakı,Mercedes,C 180,1999,Sedan,Göy,1.8,122,Benzin,143500,Avtomat,Arxa,Xeyr,Xeyr
34000,AZN,Bakı,Toyota,Prado,2009,Offroader / SUV,Ağ,2.7,167,Benzin,128000,Avtomat,Tam,Xeyr,Xeyr
22900,AZN,Bakı,Kia,Optima,2011,Sedan,Ağ,2,166,Benzin,81000,Avtomat,Ön,Xeyr,Xeyr
10600,AZN,Bakı,Mercedes,E 280,1997,Sedan,Yaşıl,2.8,193,Benzin,278000,Avtomat,Arxa,Xeyr,Bəli
10800,AZN,Qəbələ,Mercedes,C 200,1999,Sedan,Gümüşü,2,136,Benzin,503000,Avtomat,Arxa,Xeyr,Xeyr
30700,$,Bakı,Toyota,Land Cruiser,2010,Offroader / SUV,Ağ,4,282,Benzin,120000,Avtomat,Tam,Xeyr,Xeyr
4000,AZN,Bakı,Ford,Escort,1998,Universal,Yaşıl,1.5,106,Benzin,200000,Mexaniki,Ön,Xeyr,Xeyr
85000,$,Bakı,Lexus,LX 570,2014,Offroader / SUV,Qara,5.7,383,Benzin,60000,Avtomat,Tam,Xeyr,Bəli
13200,AZN,Bakı,Kia,Rio,2006,Hetçbek / Liftbek,Gümüşü,1.5,115,Dizel,168500,Mexaniki,Ön,Xeyr,Xeyr
48500,$,Bakı,Land Rover,Range Rover,2012,Offroader / SUV,Ağ,5,510,Benzin,110000,Avtomat,Tam,Xeyr,Xeyr
5300,AZN,Bakı,Opel,Vita,1996,Hetçbek / Liftbek,Tünd qırmızı,1.4,90,Benzin,181000,Avtomat,Ön,Xeyr,Xeyr
75500,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Qara,4,282,Benzin,0,Avtomat,Tam,Bəli,Bəli
11500,AZN,Yardımlı,Chevrolet,Niva,2010,Offroader / SUV,Gümüşü,1.7,80,Benzin,172305,Mexaniki,Tam,Xeyr,Xeyr
16800,AZN,Bakı,Renault,Laguna,2008,Universal,Boz,1.5,110,Dizel,219000,Mexaniki,Ön,Xeyr,Xeyr
22200,AZN,Bakı,Hyundai,Elantra,2014,Sedan,Gümüşü,1.8,150,Benzin,102234,Avtomat,Ön,Xeyr,Xeyr
36500,$,Bakı,Jeep,Wrangler,2014,Offroader / SUV,Qara,3.6,286,Benzin,53000,Avtomat,Arxa,Xeyr,Xeyr
14300,AZN,Sumqayıt,Lexus,ES 300,2006,Sedan,Qara,3,243,Benzin,247416,Avtomat,Ön,Xeyr,Xeyr
36500,$,Bakı,Toyota,FJ Cruiser,2013,Offroader / SUV,Ağ,4,252,Benzin,64000,Avtomat,Tam,Xeyr,Xeyr
35900,$,Bakı,Infiniti,Q50,2016,Sedan,Boz,2.2,170,Dizel,0,Avtomat,Arxa,Bəli,Xeyr
34800,$,Bakı,Toyota,Prado,2014,Offroader / SUV,Ağ,2.7,167,Benzin,99000,Avtomat,Tam,Xeyr,Xeyr
225500,$,Bakı,Mercedes-Maybach,S 500,2018,Sedan,Qara,4.7,475,Benzin,0,Avtomat,Arxa,Bəli,Bəli
35500,$,Bakı,Mercedes,C 300,2016,Sedan,Qara,2,245,Benzin,23000,Avtomat,Tam,Xeyr,Xeyr
18500,$,Bakı,Buick,Encore,2016,Offroader / SUV,Göy,1.4,148,Benzin,1067,Avtomat,Tam,Xeyr,Xeyr
149000,$,Bakı,Mercedes,S 560,2017,Sedan,Qara,4,469,Benzin,16000,Avtomat,Tam,Xeyr,Xeyr
17200,AZN,Bakı,LADA (VAZ),Priora,2017,Sedan,Qara,1.6,75,Benzin,8000,Mexaniki,Ön,Xeyr,Xeyr
26500,AZN,Bakı,Mercedes,C 180,2007,Sedan,Ağ,1.8,156,Benzin,170000,Avtomat,Arxa,Xeyr,Xeyr
13800,AZN,Bakı,Daewoo,Gentra,2014,Sedan,Ağ,1.5,107,Benzin,136000,Avtomat,Ön,Xeyr,Xeyr
41500,$,Bakı,Jeep,Grand Cherokee,2014,Offroader / SUV,Qara,3,250,Dizel,71000,Avtomat,Tam,Xeyr,Xeyr
26500,$,Bakı,Mercedes,200,1975,Sedan,Qəhvəyi,2,120,Benzin,72000,Avtomat,Arxa,Xeyr,Xeyr
14300,AZN,Sumqayıt,Lexus,ES 300,2006,Sedan,Qara,3,243,Benzin,247416,Avtomat,Ön,Xeyr,Xeyr
10300,AZN,Bakı,Mercedes,E 220,1994,Sedan,Yaşıl,2.2,146,Benzin,333000,Avtomat,Arxa,Xeyr,Xeyr
104200,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Ağ,4.5,272,Dizel,0,Avtomat,Tam,Bəli,Bəli
18500,AZN,Biləsuvar,Mercedes,E 270,2003,Sedan,Göy,2.7,170,Dizel,205895,Avtomat,Arxa,Xeyr,Xeyr
8700,AZN,Bakı,LADA (VAZ),2110,2010,Sedan,Qara,1.6,80,Benzin,149878,Mexaniki,Ön,Xeyr,Xeyr
5700,AZN,Xırdalan,Opel,Vita,1998,Hetçbek / Liftbek,Yaşıl,1.4,90,Benzin,230000,Avtomat,Ön,Xeyr,Xeyr
23500,AZN,Sumqayıt,Hyundai,Sonata,2010,Sedan,Qara,2.4,178,Benzin,139500,Avtomat,Ön,Xeyr,Xeyr
13900,AZN,Bakı,BMW,520,2003,Sedan,Göy,2.2,170,Benzin,215000,Avtomat,Arxa,Xeyr,Xeyr
19200,AZN,Bakı,Hyundai,Elantra,2012,Sedan,Tünd qırmızı,1.8,150,Benzin,125000,Avtomat,Ön,Xeyr,Xeyr
13700,AZN,Bakı,Volkswagen,Touareg,2005,Offroader / SUV,Yaş Asfalt,3.2,250,Benzin,240000,Avtomat,Tam,Xeyr,Xeyr
39500,$,Bakı,Mercedes,S 350,2011,Sedan,Qara,3.5,306,Benzin,78000,Avtomat,Arxa,Xeyr,Bəli
11200,AZN,Bakı,Mercedes,C 240,1999,Universal,Qara,2.4,170,Benzin,340000,Avtomat,Arxa,Xeyr,Bəli
21000,$,Bakı,Toyota,RAV 4,2014,Offroader / SUV,Qəhvəyi,2.5,181,Benzin,54000,Avtomat,Tam,Xeyr,Xeyr
5300,AZN,Bakı,LADA (VAZ),2106,2003,Sedan,Göy,1.6,75,Benzin,164000,Mexaniki,Arxa,Xeyr,Xeyr
5500,AZN,Şəmkir,MAZ,5549,1988,Yük maşını,Göy,7,150,Dizel,1500000,Mexaniki,Arxa,Xeyr,Xeyr
22200,AZN,Bakı,Hyundai,Elantra,2014,Sedan,Gümüşü,1.8,150,Benzin,60000,Avtomat,Ön,Xeyr,Xeyr
75500,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Ağ,4,282,Benzin,0,Avtomat,Tam,Bəli,Bəli
7000,AZN,Şəmkir,LADA (VAZ),21099,2003,Sedan,Gümüşü,1.6,75,Benzin,150000,Mexaniki,Ön,Xeyr,Xeyr
7900,AZN,Sumqayıt,Opel,Astra,2001,Universal,Gümüşü,1.6,101,Benzin,256256,Mexaniki,Ön,Xeyr,Xeyr
16600,$,Bakı,Volkswagen,Passat,2016,Sedan,Qara,1.8,180,Benzin,55000,Avtomat,Ön,Xeyr,Xeyr
6800,AZN,Bakı,Daewoo,Lanos,2010,Sedan,Boz,1.3,65,Benzin,160000,Mexaniki,Ön,Xeyr,Bəli
7500,AZN,Bakı,Opel,Vectra,1999,Sedan,Qızılı,1.6,101,Benzin,397279,Avtomat,Ön,Xeyr,Xeyr
24800,$,Bakı,Toyota,RAV 4,2014,Offroader / SUV,Ağ,2,146,Benzin,98000,Avtomat,Tam,Xeyr,Xeyr
17500,AZN,Bakı,LADA (VAZ),Niva,2018,Offroader / SUV,Ağ,1.7,80,Benzin,3500,Mexaniki,Tam,Xeyr,Xeyr
18200,AZN,Bakı,LADA (VAZ),Niva,2018,Offroader / SUV,Qara,1.7,80,Benzin,0,Mexaniki,Tam,Bəli,Bəli
32500,$,Bakı,Toyota,Camry,2018,Sedan,Göy,2.5,181,Benzin,6000,Avtomat,Ön,Xeyr,Bəli
75500,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Qara,4,282,Benzin,0,Avtomat,Tam,Bəli,Xeyr
26000,$,Bakı,Hyundai,Grand Santa Fe,2014,Offroader / SUV,Ağ,3.3,249,Benzin,126000,Avtomat,Tam,Xeyr,Bəli
49500,$,Bakı,Porsche,Cayenne,2015,Offroader / SUV,Boz,3.6,300,Benzin,150000,Avtomat,Tam,Xeyr,Xeyr
20900,$,Bakı,Mercedes,E 220,2011,Sedan,Qara,2.2,170,Dizel,200307,Avtomat,Arxa,Xeyr,Xeyr
33000,$,Bakı,Honda,Accord,2018,Sedan,Mavi,1.5,200,Benzin,2700,Avtomat,Ön,Xeyr,Bəli
18500,$,Bakı,Land Rover,Discovery,2005,Offroader / SUV,Göy,2.7,190,Dizel,291000,Avtomat,Tam,Xeyr,Bəli
9800,AZN,Bakı,Renault,Scenic,2006,Minivan,Tünd qırmızı,1.5,109,Dizel,313500,Mexaniki,Ön,Xeyr,Bəli
27500,$,Bakı,Hyundai,Equus,2012,Sedan,Qara,3.8,306,Benzin,73000,Avtomat,Arxa,Xeyr,Xeyr
19900,AZN,Bakı,Fiat,500,2015,Hetçbek / Liftbek,Göy,1.4,100,Benzin,14700,Avtomat,Ön,Xeyr,Bəli
37900,$,Bakı,BMW,535,2015,Sedan,Yaş Asfalt,3,306,Benzin,52000,Avtomat,Arxa,Xeyr,Xeyr
12800,AZN,Sumqayıt,BMW,745,2002,Sedan,Qara,4.4,333,Benzin,230000,Avtomat,Arxa,Xeyr,Bəli
8700,AZN,Bakı,Mercedes,C 180,1996,Sedan,Tünd qırmızı,1.8,122,Benzin,165000,Avtomat,Arxa,Xeyr,Xeyr
17500,AZN,Bakı,Volkswagen,Jetta,2014,Sedan,Qara,2,115,Benzin,168200,Avtomat,Ön,Xeyr,Xeyr
17800,AZN,Bakı,Hyundai,Accent,2011,Sedan,Ağ,1.6,132,Benzin,144000,Avtomat,Ön,Xeyr,Xeyr
21700,AZN,Bakı,Nissan,X-Trail,2008,Offroader / SUV,Ağ,2.5,180,Benzin,185000,Avtomat,Tam,Xeyr,Bəli
11500,AZN,Bakı,Mitsubishi,Pajero,2001,Offroader / SUV,Yaşıl,3,190,Benzin,135000,Avtomat,Tam,Xeyr,Bəli
56500,$,Bakı,Land Rover,Discovery,2015,Offroader / SUV,Qara,3,340,Benzin,38000,Avtomat,Tam,Xeyr,Xeyr
28000,$,Bakı,Land Rover,RR Sport,2008,Offroader / SUV,Qara,3.6,272,Dizel,250000,Avtomat,Tam,Xeyr,Xeyr
2100,AZN,Bakı,LADA (VAZ),2106,1980,Sedan,Gümüşü,1.6,75,Benzin,581212,Mexaniki,Arxa,Xeyr,Xeyr
8300,AZN,Bakı,LADA (VAZ),Niva,2010,Offroader / SUV,Ağ,1.7,80,Benzin,170000,Mexaniki,Tam,Xeyr,Xeyr
25300,AZN,Bakı,Kia,Optima,2014,Sedan,Yaş Asfalt,2,276,Benzin,65300,Avtomat,Ön,Xeyr,Xeyr
13300,AZN,Bakı,Mercedes,E 240,1999,Sedan,Ağ,2.4,170,Benzin,325000,Avtomat,Arxa,Xeyr,Xeyr
11800,AZN,Bakı,LADA (VAZ),Priora,2013,Hetçbek / Liftbek,Ağ,1.6,106,Benzin,127000,Mexaniki,Ön,Xeyr,Xeyr
4900,AZN,Bakı,Mercedes,190,1989,Sedan,Yaş Asfalt,2,122,Benzin,223550,Avtomat,Arxa,Xeyr,Xeyr
21900,AZN,Bakı,Hyundai,Elantra,2016,Sedan,Gümüşü,1.8,150,Benzin,51000,Avtomat,Ön,Xeyr,Xeyr
16800,AZN,Bakı,Hyundai,Tucson,2006,Offroader / SUV,Mavi,2,142,Benzin,164200,Avtomat,Ön,Xeyr,Xeyr
10200,AZN,Bakı,Mercedes,C 180,1998,Sedan,Qara,1.8,122,Benzin,545231,Avtomat,Arxa,Xeyr,Xeyr
9200,AZN,Bakı,Volkswagen,Golf,1998,Hetçbek / Liftbek,Gümüşü,1.6,101,Benzin,342589,Mexaniki,Ön,Xeyr,Bəli
26700,AZN,Bakı,Audi,A5,2011,Hetçbek / Liftbek,Qara,2,211,Benzin,92700,Avtomat,Tam,Xeyr,Xeyr
34500,$,Bakı,Jeep,Wrangler,2014,Offroader / SUV,Mavi,3.6,286,Benzin,63000,Avtomat,Tam,Xeyr,Xeyr
13100,AZN,Bakı,Mitsubishi,Lancer,2008,Sedan,Mavi,2,150,Benzin,210006,Avtomat,Ön,Xeyr,Xeyr
18400,AZN,Bakı,Kia,Soul,2013,Offroader / SUV,Qızılı,2,170,Benzin,78977,Avtomat,Ön,Xeyr,Xeyr
2850,AZN,Bakı,LADA (VAZ),2107,1998,Sedan,Ağ,1.5,65,Benzin,285680,Mexaniki,Arxa,Xeyr,Xeyr
27800,AZN,Bakı,Kia,Optima,2014,Sedan,Ağ,2,274,Benzin,72768,Avtomat,Ön,Xeyr,Xeyr
78000,$,Bakı,Lexus,LX 570,2014,Offroader / SUV,Ağ,5.7,383,Benzin,50000,Avtomat,Tam,Xeyr,Bəli
20900,$,Sumqayıt,Audi,A4,2014,Sedan,Ağ,1.8,180,Benzin,102076,Avtomat,Ön,Xeyr,Bəli
19700,AZN,Bakı,LADA (VAZ),Niva,2018,Offroader / SUV,Qara,1.7,80,Benzin,0,Mexaniki,Tam,Bəli,Bəli
79300,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Ağ,4,282,Benzin,0,Avtomat,Tam,Bəli,Xeyr
75300,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Qara,4,282,Benzin,0,Avtomat,Tam,Bəli,Xeyr
11000,AZN,Bakı,Opel,Corsa,2006,Hetçbek / Liftbek,Qara,1.2,80,Benzin,77500,Avtomat,Ön,Xeyr,Xeyr
16600,$,Bakı,Volkswagen,Passat,2016,Sedan,Qara,1.8,180,Benzin,55000,Avtomat,Ön,Xeyr,Xeyr
22800,AZN,Bakı,Toyota,Corolla,2015,Sedan,Qırmızı,1.8,128,Benzin,46000,Avtomat,Ön,Xeyr,Xeyr
12500,AZN,Bakı,BMW,528,1998,Sedan,Tünd qırmızı,2.8,193,Benzin,410000,Avtomat,Arxa,Xeyr,Bəli
22900,$,Naxçıvan,Hyundai,Grandeur,2013,Sedan,Ağ,3,250,Benzin,103281,Avtomat,Ön,Xeyr,Xeyr
50500,$,Bakı,Mercedes,E 220,2017,Sedan,Qara,2.2,196,Dizel,21000,Avtomat,Arxa,Xeyr,Xeyr
51500,$,Bakı,Land Rover,Range Rover,2012,Offroader / SUV,Qara,5,510,Benzin,80000,Avtomat,Tam,Xeyr,Xeyr
8800,AZN,Qusar,UAZ,39625,2008,Yük maşını,Ağ,2.9,95,Benzin,200000,Mexaniki,Tam,Xeyr,Bəli
19000,AZN,Bakı,Kia,Sportage,2009,Offroader / SUV,Ağ,2,141,Benzin,119800,Avtomat,Ön,Xeyr,Xeyr
11800,AZN,Bakı,Renault,Scenic,2006,Minivan,Gümüşü,1.5,110,Dizel,215000,Mexaniki,Ön,Xeyr,Bəli
22000,AZN,Bakı,Ford,Transit,2001,Van,Gümüşü,2.4,140,Dizel,248000,Mexaniki,Arxa,Xeyr,Xeyr
17900,AZN,Bakı,Hyundai,Accent,2014,Hetçbek / Liftbek,Boz,1.6,156,Benzin,46200,Avtomat,Ön,Xeyr,Xeyr
2500,AZN,Bakı,LADA (VAZ),2106,1981,Sedan,Ağ,1.6,75,Benzin,258000,Mexaniki,Tam,Xeyr,Xeyr
16400,AZN,Bakı,Hyundai,Sonata,2006,Sedan,Ağ,2,166,Dizel,147000,Avtomat,Ön,Xeyr,Bəli
5300,AZN,Bakı,LADA (VAZ),2107,2006,Sedan,Göy,1.6,75,Benzin,87000,Mexaniki,Arxa,Xeyr,Xeyr
3200,AZN,Oğuz,LADA (VAZ),2106,1989,Sedan,Ağ,1.6,75,Benzin,820000,Mexaniki,Arxa,Xeyr,Xeyr
188800,$,Bakı,Lexus,LX 570,2018,Offroader / SUV,Qara,5.7,388,Benzin,0,Avtomat,Tam,Bəli,Bəli
15500,AZN,Bakı,BMW,320,2005,Sedan,Qara,2,170,Benzin,169000,Avtomat,Arxa,Xeyr,Xeyr
17300,AZN,Bakı,Kia,Rio,2013,Sedan,Gümüşü,1.4,107,Benzin,130000,Avtomat,Ön,Xeyr,Xeyr
6600,AZN,Bakı,Mercedes,190,1992,Sedan,Boz,2.3,136,Benzin,420000,Avtomat,Arxa,Xeyr,Xeyr
67300,$,Bakı,Lexus,LX 570,2013,Offroader / SUV,Ağ,5.7,383,Benzin,78000,Avtomat,Tam,Xeyr,Bəli
22500,$,Bakı,Hyundai,Genesis,2013,Sedan,Qara,3.8,333,Benzin,75000,Avtomat,Ön,Xeyr,Bəli
26900,$,Bakı,Toyota,Prado,2012,Offroader / SUV,Ağ,2.7,167,Benzin,91000,Avtomat,Tam,Xeyr,Bəli
75900,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Ağ,4,282,Benzin,0,Avtomat,Tam,Bəli,Bəli
47000,$,Bakı,BMW,X5 M,2011,Offroader / SUV,Göy,4.4,555,Benzin,45000,Avtomat,Tam,Xeyr,Bəli
62000,$,Bakı,BMW,420,2017,Kupe,Qara,2,190,Dizel,10243,Avtomat,Arxa,Xeyr,Bəli
9000,AZN,Bakı,Mercedes,C 180,1996,Sedan,Qara,1.8,122,Benzin,355000,Avtomat,Arxa,Xeyr,Xeyr
58000,$,Bakı,Mercedes,GL 500,2013,Offroader / SUV,Qara,4.7,435,Benzin,102000,Avtomat,Tam,Xeyr,Xeyr
26000,AZN,Sumqayıt,Iveco,Otoyol,2002,Avtobus,Ağ,3.9,150,Dizel,215000,Mexaniki,Arxa,Xeyr,Xeyr
4950,AZN,Bakı,LADA (VAZ),2107,2006,Sedan,Ağ,1.6,75,Benzin,175000,Mexaniki,Arxa,Xeyr,Xeyr
17300,$,Bakı,Chevrolet,Malibu,2016,Sedan,Göy,1.5,180,Benzin,34000,Avtomat,Ön,Xeyr,Xeyr
61000,$,Bakı,Mercedes,E 220,2018,Sedan,Qara,2.2,195,Dizel,1400,Avtomat,Arxa,Xeyr,Bəli
79000,$,Bakı,Land Rover,Discovery,2017,Offroader / SUV,Boz,3,256,Dizel,0,Avtomat,Tam,Bəli,Bəli
34800,$,Bakı,Toyota,Prado,2014,Offroader / SUV,Ağ,2.7,167,Benzin,99000,Avtomat,Tam,Xeyr,Xeyr
138500,$,Bakı,Lexus,LX 570,2016,Offroader / SUV,Ağ,5.7,385,Benzin,14800,Avtomat,Tam,Xeyr,Bəli
32500,$,Bakı,Toyota,Prado,2009,Offroader / SUV,Qara,4,250,Benzin,209600,Avtomat,Tam,Xeyr,Xeyr
38800,$,Bakı,Mercedes,E 200,2014,Sedan,Qara,2,211,Benzin,110780,Avtomat,Tam,Xeyr,Xeyr
11777,AZN,Bakı,Audi,TT,2000,Kupe,Gümüşü,1.8,225,Benzin,244000,Mexaniki,Tam,Xeyr,Xeyr
19800,AZN,Bakı,Hyundai,Elantra,2014,Sedan,Göy,1.8,150,Benzin,72841,Avtomat,Ön,Xeyr,Xeyr
33000,AZN,Bakı,Hyundai,Grandeur,2013,Sedan,Ağ,3,250,Benzin,90000,Avtomat,Ön,Xeyr,Xeyr
62500,$,Bakı,Lexus,LX 570,2012,Offroader / SUV,Ağ,5.7,383,Benzin,87000,Avtomat,Tam,Xeyr,Xeyr
10500,AZN,Bakı,Mercedes,C 180,1999,Universal,Gümüşü,1.8,122,Benzin,325000,Avtomat,Arxa,Xeyr,Xeyr
28500,$,Bakı,BMW,750,2011,Sedan,Qara,4.4,407,Benzin,139000,Avtomat,Arxa,Xeyr,Xeyr
2600,AZN,Bakı,LADA (VAZ),2106,1989,Sedan,Mavi,1.5,65,Benzin,178230,Mexaniki,Arxa,Xeyr,Xeyr
11700,AZN,Bakı,Nissan,Sunny,2007,Sedan,Qara,1.3,110,Benzin,128000,Avtomat,Ön,Xeyr,Xeyr
93900,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Qara,4.5,272,Benzin,0,Avtomat,Tam,Bəli,Bəli
25500,AZN,Bakı,Hyundai,Azera,2012,Sedan,Qara,2.4,175,Benzin,157500,Avtomat,Ön,Xeyr,Xeyr
15300,AZN,Sumqayıt,Toyota,Corolla,2007,Sedan,Göy,1.6,122,Benzin,178000,Avtomat,Ön,Xeyr,Bəli
16500,AZN,Bakı,Ravon,Nexia R3,2017,Sedan,Ağ,1.5,107,Benzin,77000,Mexaniki,Ön,Xeyr,Xeyr
10900,AZN,Bakı,Renault,Megane,2005,Universal,Qara,1.5,108,Dizel,243000,Mexaniki,Ön,Xeyr,Xeyr
5200,AZN,Bakı,LADA (VAZ),2107,2004,Sedan,Ağ,1.6,75,Benzin,214000,Mexaniki,Arxa,Xeyr,Bəli
18500,AZN,Bakı,Hyundai,Genesis Coupe,2009,Kupe,Ağ,2,245,Benzin,242000,Avtomat,Ön,Xeyr,Xeyr
63000,$,Bakı,Mercedes,E 300,2017,Sedan,Ağ,2,256,Benzin,17275,Avtomat,Ön,Xeyr,Bəli
76500,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Ağ,4,282,Benzin,0,Avtomat,Tam,Bəli,Bəli
22500,$,Bakı,Honda,Pilot,2013,Offroader / SUV,Qara,3.5,250,Benzin,130000,Avtomat,Tam,Xeyr,Bəli
59600,$,Bakı,Toyota,Prado,2018,Offroader / SUV,Ağ,4,282,Benzin,0,Avtomat,Tam,Bəli,Bəli
59000,$,Bakı,Mercedes,S 350,2012,Sedan,Qara,3.5,306,Benzin,25000,Avtomat,Arxa,Xeyr,Bəli
76500,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Qara,4,282,Benzin,0,Avtomat,Tam,Bəli,Bəli
7800,AZN,Bakı,LADA (VAZ),21011,1976,Sedan,Qırmızı,1.3,65,Benzin,86000,Mexaniki,Arxa,Xeyr,Xeyr
